item_id,year,title
3021,2003,House of the Dead
3023,1973,Upstairs
3030,2001,The Mists of Avalon
3035,1989,Cousins
3043,1995,Lord of Illusions
3046,1990,The Simpsons: Treehouse of Horror
3047,1989,The Fabulous Baker Boys
3054,2003,I'm Not Scared
3058,1979,Escape from Alcatraz
3071,1973,The Way We Were
3077,1997,Turbulence
3078,1994,The Best of Friends: Season 2
3079,1994,The Lion King: Special Edition
3082,1985,Murphy's Romance
3084,1975,Rollerball
3085,2000,Little Nicky
3086,1994,The Road to Wellville
3090,1985,Red Sonja
3093,1968,Barbarella
3095,1984,Birdy
3098,1990,Three Men and a Little Lady
3102,1978,Damien: Omen II
3106,1990,Ghost
3113,1997,Dante's Peak
3120,1955,Rififi
3124,1953,Titanic
3128,1984,Starman
3135,1991,Frankie and Johnny
3138,2004,Blade: Trinity
3147,1964,The Twilight Zone: Vol. 25
3148,1996,The English Patient
3150,2000,Monty Python: The Life of Python
3151,2004,Napoleon Dynamite
3153,1965,Doctor Zhivago
3159,1983,The Hunger
3160,2000,The Man Who Cried
3161,2001,Scary Movie 2
3165,1988,Dirty Rotten Scoundrels
3168,1987,Evil Dead 2: Dead by Dawn
3170,2002,Together
3174,2002,Stealing Harvard
3181,2000,Batman Beyond: Return of the Joker
3182,1997,Private Parts
3183,1998,King of the Hill: Season 3
3190,1993,Heaven & Earth
3192,1991,Double Impact
3197,2004,Around the World in 80 Days
3198,1991,The Addams Family
3207,1942,The Flying Tigers
3208,2000,All I Wanna Do
3210,1998,Jack Frost
3212,1996,George Carlin: George's Best Stuff
3216,1986,Children of a Lesser God
3220,2001,Xena: Warrior Princess: Series Finale
3222,1994,Guarding Tess
3223,1929,Nosferatu: Original Version
3224,1930,All Quiet on the Western Front
3225,1987,A Nightmare on Elm Street 3: Dream Warriors
3226,1938,Bringing Up Baby
3229,2002,Dinotopia
3232,1976,The Enforcer
3237,1996,Plump Fiction
3239,2001,The Princess Diaries (Fullscreen)
3242,1998,Like It Is
3253,1998,The Opposite of Sex
3254,2003,Daredevil
3256,2003,Swimming Pool
3264,1993,Aspen Extreme
3265,1990,The Grifters
3266,1961,Dr. Seuss: Green Eggs and Ham and Other Favorites
3267,1994,Muriel's Wedding
3268,1988,The Blob
3269,1962,The Longest Day
3274,1998,Half Baked
3275,2002,Simone
3276,1987,Cry Freedom
3282,2004,Sideways
3285,1986,Flight of the Navigator
3290,1974,The Godfather
3295,1988,Action Jackson
3301,1994,Burnt by the Sun
3309,2001,The Pledge
3310,1984,All of Me
3312,2001,Original Sin
3313,1999,The Substitute/The Substitute 3
3314,1989,Mighty Quinn
3315,1941,The Maltese Falcon
3320,2002,About a Boy
3321,1999,In Dreams
3324,2000,Scooby-Doo's Original Mysteries
3326,1996,Chain Reaction
3331,1971,Bananas
3333,2004,The Village
3342,1973,The Day of the Jackal
3347,2003,Honey
3348,2001,George Carlin: Complaints and Grievances
3350,2000,Reindeer Games
3355,1997,The Ice Storm
3364,1998,The Parent Trap
3368,2000,The Family Man
3369,1939,The Little Princess
3371,2003,Whale Rider
3376,1958,The Vikings
3379,1995,Strange Days
3385,2002,28 Days Later
3391,2003,Where the Red Fern Grows
3394,1989,Saved by the Bell: Season 1
3397,1985,Once Bitten
3398,1979,The Apple Dumpling Gang Rides Again
3403,1960,Exodus
3404,2000,Not One Less
3405,2002,The Dead Zone: Season 2
3408,1998,High Art
3410,2001,Shadow Magic
3414,1995,Pocahontas
3416,1987,Masters of the Universe
3418,1993,Sister Act 2: Back in the Habit
3420,1992,Thunderheart
3422,2001,Cinderella II
3423,1968,Where Eagles Dare
3427,2002,Men in Black II
3433,1992,Forever Young
3434,2002,The Mothman Prophecies
3437,1994,The Stand
3439,1986,Tampopo
3441,2005,Kicking & Screaming
3444,2004,Family Guy: Freakin' Sweet Collection
3446,2002,Spirited Away
3451,1990,State of Grace
3453,1934,The Man Who Knew Too Much
3456,2004,Lost: Season 1
3463,1999,10 Things I Hate About You
3466,2001,Spy Kids
3469,1955,The Night of the Hunter
3475,1999,Batman Beyond: The Movie
3478,1993,The Man Without a Face
3480,1990,Narrow Margin
3481,1999,Ravenous
3487,1963,The Twilight Zone: Vol. 16
3489,1981,Time Bandits
3491,2001,National Geographic: Beyond the Movie: The Lord of the Rings
3495,1993,Batman: Mask of the Phantasm
3496,1998,Vampires
3500,2000,Drunken Master
3505,2001,Freddy Got Fingered
3506,2002,24 Hour Party People
3509,2002,U2: Go Home: Live From Slane Castle
3510,1996,Hard Eight
3513,1963,Lilies of the Field
3515,1991,Jungle Fever
3521,2000,Coupling: Season 1
3522,2002,City by the Sea
3523,1992,Star Trek: The Next Generation: Season 6
3525,2001,Replicant
3526,1981,Halloween II
3529,1999,Twin Dragons
3532,1993,Undercover Blues
3535,1986,9 1/2 Weeks
3538,1988,Beaches
3541,1981,History of the World: Part 1
3542,1996,Beautiful Thing
3544,1968,The Odd Couple
3551,1977,Pete's Dragon
3557,2000,Gun Shy
3559,2003,Cowboys & Angels
3563,1989,Earth Girls Are Easy
3565,2004,Meet the Browns
3567,2004,Starship Troopers 2: Hero of the Federation
3570,2003,Scooby-Doo and the Monster of Mexico
3571,1999,200 Cigarettes
3573,1993,Cop and a Half
3579,2003,2 Fast 2 Furious
3581,1999,Cradle Will Rock
3582,1941,How Green Was My Valley
3583,1994,Exit to Eden
3587,1955,Abbott & Costello Meet the Mummy
3590,1963,Jason and the Argonauts
3593,1988,My Neighbor Totoro
3595,1988,Elvira
3599,1971,Walkabout
3605,1939,The Wizard of Oz: Collector's Edition
3608,1998,From the Earth to the Moon: The Signature Edition
3610,1992,Lethal Weapon 3
3611,2000,Man on the Moon
3612,1988,Chocolat
3615,1946,Beauty and the Beast
3617,1992,Death Becomes Her
3623,2002,Daughter from Danang: American Experience
3624,2003,The Last Samurai
3626,2002,25th Hour
3638,2003,Bad Boys II
3640,2003,Inspector Gadget 2
3642,2001,Highway
3648,1988,Who Framed Roger Rabbit?: Special Edition
3649,1965,Von Ryan's Express
3650,1983,War Games
3657,1999,Black and White
3662,1994,House of Cards Trilogy II: To Play the King
3668,2000,Farscape: Season 2
3670,1992,Encino Man
3672,1985,My Science Project
3680,1995,Hackers
3684,1964,Goldfinger
3685,2000,Scooby-Doo's Spookiest Tales
3686,2001,Good Advice
3689,2005,The Amityville Horror
3696,1998,The Impostors
3701,1944,The Fighting Seabees
3703,2003,Ripley's Game
3710,1987,Flowers in the Attic
3713,2004,Saw
3714,2005,The Ballad of Jack and Rose
3715,1985,Commando
3716,1988,The Big Blue
3725,1988,The Seventh Sign
3728,1993,So I Married an Axe Murderer
3730,1998,Elizabeth
3733,1963,Spencer's Mountain
3736,1968,The Green Berets
3740,1931,Dracula
3742,1946,Notorious
3743,2000,Boys and Girls
3756,2002,About Schmidt
3758,2000,Cecil B. Demented
3763,1992,Shakes the Clown
3765,1980,Used Cars
3766,1988,18 Again
3768,1997,Playing God
3769,2004,Wonderfalls: The Complete Series
3773,1942,Saboteur
3775,1978,Good Guys Wear Black
3777,1990,In Living Color: Season 2
3782,1990,Flatliners
3787,2002,The Dangerous Lives of Altar Boys
3796,1992,Juice
3798,1973,The Sting
3801,1975,Rooster Cogburn
3807,2001,Southern Comfort
3810,2004,Van Helsing: The London Assignment
3812,1993,A Home of Our Own
3814,1991,Love Potion #9
3816,1986,Armed and Dangerous
3817,1994,Stargate
3824,1998,Fear and Loathing in Las Vegas
3825,2002,The Sum of All Fears
3826,1999,Music of the Heart
3828,2004,Ginger Snaps Back: The Beginning
3830,1998,Black Dog
3833,1939,Dark Victory
3835,1992,Universal Soldier
3840,1982,The Toy
3841,1996,Tenchi the Movie: Tenchi Muyo! In Love
3854,1955,Night and Fog
3858,2001,Sugar & Spice
3860,2003,Bruce Almighty
3862,1987,Superman IV: The Quest for Peace
3863,2000,American Pimp
3864,2005,Batman Begins
3870,1998,Affliction
3875,2004,The Motorcycle Diaries
3879,1995,Ghost in the Shell
3880,1966,The Russians Are Coming
3886,1997,Live Flesh
3887,1972,Aguirre: The Wrath of God
3888,1994,NYPD Blue: Season 2
3890,2004,Confessions of a Teenage Drama Queen
3893,1996,The People vs. Larry Flynt
3894,2004,Surviving Christmas
3900,2000,Amores Perros
3903,1994,PCU
3905,2001,The Others
3907,1998,Madeline
3917,2004,Garden State
3920,1998,I Still Know What You Did Last Summer
3921,2003,101 Dalmatians II: Patch's London Adventure
3923,1997,Beverly Hills Ninja
3925,2003,The Matrix: Reloaded
3926,2003,Le Divorce
3927,2002,Without a Trace: Season 1
3928,2004,Nip/Tuck: Season 2
3934,2002,The Original Latin Kings of Comedy
3935,1968,Yellow Submarine
3936,1999,End of Days
3938,2004,Shrek 2
3942,1988,Crocodile Dundee 2
3946,2001,The Center of the World
3949,1991,Terminator 2: Extreme Edition: Bonus Material
3954,1952,The Quiet Man
3955,1959,The Horse Soldiers
3958,2003,Monk: Season 2
3960,1960,Pollyanna
3962,2003,Finding Nemo (Widescreen)
3966,2004,Friday Night Lights
3970,1981,Thief
3972,1984,Police Academy: Special Edition
3975,1991,One False Move
3984,1959,On the Beach
3986,2001,Life and Debt
3988,1998,Wrongfully Accused
3990,1991,One Good Cop
3999,2001,Queer as Folk: Season 1
4007,1989,Cyborg
4011,1982,George Carlin: Carlin at Carnegie
4012,1999,Random Hearts
4027,1988,Police Academy 5: Assignment - Miami Beach
4031,1995,Mortal Kombat: The Movie
4033,2005,Alias: Season 4
4040,1993,Tales of the City
4042,1978,Pretty Baby
4043,2002,Signs
4049,1988,Torch Song Trilogy
4054,1990,House of Cards Trilogy I: House of Cards
4055,1984,The Woman in Red
4056,2001,Planet of the Apes
4060,1990,The Long Walk Home
4064,1998,The Big Hit
4067,1976,Silver Streak
4069,1983,Local Hero
4072,1979,Hair
4078,2003,Larry the Cable Guy: Git-R-Done
4080,2003,A Mighty Wind
4086,1994,House of the Spirits
4089,1987,Innerspace
4092,1997,How To Be A Player
4098,2002,Angel: Season 4
4100,2000,Dinosaur
4106,2001,The Invisible Circus
4109,2000,American Psycho
4115,1999,The Simpsons: Bart Wars
4123,1998,Patch Adams
4127,1994,The Flintstones
4131,1990,Hidden Agenda
4135,1956,The King and I
4136,1993,Teenage Mutant Ninja Turtles III
4138,2002,Harrison's Flowers
4141,2000,Shanghai Noon
4144,2001,The Brothers
4145,1999,Law & Order: Special Victims Unit: The First Year
4147,1988,She's Having A Baby
4149,2004,Scooby-Doo 2: Monsters Unleashed
4155,2000,East/West
4157,1991,The Prince of Tides
4159,2002,Barbershop
4161,1997,I Think I Do
4166,1987,Hollywood Shuffle
4168,1995,VeggieTales Classics: Rack
4171,1996,Mars Attacks!
4173,1998,From Dusk Till Dawn 2: Texas Blood Money
4177,1988,Salaam Bombay!
4179,1951,A Christmas Carol
4185,1989,The Kids in the Hall: Season 1
4197,2003,City of Ghosts
4201,1996,Walking and Talking
4207,1980,The Blues Brothers: Extended Cut
4210,2002,Below
4214,1996,The Mirror Has Two Faces
4216,2001,Jurassic Park III
4219,1995,The Tuskegee Airmen
4225,1999,Life
4227,1997,The Full Monty
4237,2002,Morvern Callar
4238,2000,Inu-Yasha
4247,1998,Velvet Goldmine
4248,1981,Conan the Barbarian
4249,1925,Battleship Potemkin
4253,1949,Kind Hearts and Coronets
4255,2002,Gerry
4256,1984,Footloose: Special Collector's Edition
4260,2001,Rat Race
4262,1999,Sleepy Hollow
4266,2004,The Passion of the Christ
4267,2001,The Sleeping Dictionary
4269,2002,Swimfan
4271,1996,Bound
4281,1986,April Fool's Day
4282,2001,On the Line
4284,1954,Dial M for Murder
4287,2002,The Truth About Charlie / Charade
4289,1985,Police Academy 2: Their First Assignment
4290,2003,Air Bud Spikes Back
4298,1985,Code of Silence
4299,1982,Knight Rider: Season 1
4302,1982,An Officer and a Gentleman
4306,1999,The Sixth Sense
4310,1998,Bride of Chucky
4315,2004,In Good Company
4330,1995,While You Were Sleeping
4331,2003,Owning Mahowny
4339,2000,Shadow of the Vampire
4341,2002,The Scorpion King
4345,2002,Bowling for Columbine
4346,1982,The Last American Virgin
4352,2000,Woman on Top
4353,2002,Curb Your Enthusiasm: Season 3
4354,1997,Fever Pitch
4355,2003,Coffee and Cigarettes
4356,2002,Road to Perdition
4360,1996,Mr. Show: Season 2
4364,1976,Network
4366,2000,Soul Food: Season 1
4369,1981,Porky's
4372,2001,To End All Wars
4374,1998,Disturbing Behavior
4377,2001,Tart
4380,1993,Rookie of the Year
4383,2004,Farscape: The Peacekeeper Wars
4384,2004,Dawn of the Dead
4386,1985,The Return of the Living Dead
4387,2005,Nobody Knows
4389,2003,A Man Apart
4390,2000,Get Your Stuff
4392,1993,Army of Darkness
4393,1994,The Mask: Special Edition
4396,1998,Party Monster: The Shockumentary
4402,1984,A Nightmare on Elm Street
4405,1991,In Living Color: Season 3
4407,1993,Boy Meets World: Season 1
4411,2003,MTV: Punk'd: Season 2
4413,1984,Blame It on Rio
4418,2000,Titan A.E.
4420,2004,Against the Ropes
4427,2001,The West Wing: Season 3
4429,2002,Undisputed
4432,2003,The Italian Job
4438,1990,The Two Jakes
4441,1996,The Last Supper
4442,2000,Up at the Villa
4450,1987,Pelle the Conqueror
4454,1944,To Have and Have Not
4460,2000,Me Myself I
4463,2000,Escaflowne: The Movie
4465,1998,The Big One
4472,2003,Love Actually
4474,1998,Black Mask
4478,1993,The War Room
4479,1980,Ordinary People
4485,1953,House of Wax / The Mystery of the Wax Museum
4488,2000,Wonder Boys
4490,2004,Ned Kelly
4492,2004,Club Dread
4493,2003,Ju-on: The Grudge
4496,1993,Farewell My Concubine
